label	text_a
0	用人尿泡虾能延长存活时间
0	小孩讲话吐字不清可以剪去舌头下的一根线
0	韭菜花可以治疗妇科炎症
1	浴霸会伤害婴幼儿的视力
0	黑蒜有降血脂、降血压的功效
0	金鸡毛草可以治疗风湿、过敏、抗癌、降血压、降血糖
0	来自抗击疫情一线消息，李留树博士刚从武汉打来电话
0	木耳泡时间太长会有毒
1	孕妇最好不要吃没有洗干净的蔬菜
0	辣椒对胃伤害大需要忌口
1	粘连性肠梗阻应该尽量少吃纤维素含量高的食物
0	白菜心也有农药残留，必须仔细清洗
0	胰岛素会让人上瘾
0	疫苗所含的铝佐剂会进入大脑，严重危害人体健康
0	自闭症就是智力障碍
0	吃草莓致癌
1	青光眼越早发现治疗效果越好
0	血糖高不能吃蜂蜜
0	桃子用国产苏打粉清洗会变黑，毒上加毒
0	医生公布降尿酸食物，冬瓜排第二，第一名竟是它
0	分娩危险时医生会问保大人还是保孩子
0	体重轻就是瘦
0	哈夫病是绝症
0	味精吃多了不好，鸡精和蘑菇精比味精更好
0	红薯不能与西红柿一起吃
0	高血压患者只要注意血压状况就够了
0	土豆切开不变黑是转基因土豆
0	地暖致癌
0	男性缺乏雄性激素会变“娘”
0	星巴克承认在中国所售糕点含致癌橡胶鞋底原料
1	癌症患者按摩可能导致肿瘤细胞扩散
0	小孩发烧不能喝牛奶
0	喝茶、咖啡、含咖啡因饮料能刮油减肥
0	植物激素催熟葡萄不能吃
0	头晕、头昏和眩晕是一样的
0	盖有X形章的猪肉是被禁止出售和食用的
0	宝宝不能喝果汁
0	金制餐具危害健康
0	植物蛋白比动物蛋白好吸收
0	长针眼是因为看了不干净的东西
1	给孩子测量体温不推荐使用水银体温计
1	还没当妈竟先产奶了，这有可能是疾病的征兆
0	国家食药总局紧急通知13种有毒胶囊
0	胡柚能治疗新型冠状病毒肺炎
0	彩虹食谱拯救91岁美国前总统，扩散至脑的肿瘤消失
0	吃酵素可以减肥
1	第一口即“深渊”，95%以上烟民存在“烟草依赖”
1	婴儿衔乳姿势不正确容易导致乳腺炎
0	电解还原水可以治病
1	吃孢类抗生素类药物不要喝酒
0	糖精浸泡过的枣会致癌
1	友情提醒：吃药的时候尽量不要喝酒
0	维生素E能够抗氧化防衰老，促进硫酸软骨素的合成
1	近视激光手术最大的风险是圆锥角膜
1	青少年肥胖可能会影响到骨龄
0	大豆蛋白不是优质蛋白，肾病不宜吃
0	肝癌会传染
0	戴胸罩会导致乳腺癌
1	激光生发仪器可以治疗脱发
0	一勺猪油相当于十副药，能治十几种病
0	挂烫机喷出的蒸汽可用于衣物消毒杀菌
0	猪牛被杀时会产生毒素
0	喝豆浆会使女性性早熟
1	罗非鱼鱼皮可以治疗烧伤
1	钟南山院士表示目前已有药物准备用于肺炎临床治疗
1	坐月子不要剧烈活动
0	打了HPV疫苗就不会得宫颈癌
0	啤酒加生鸡蛋是大补
1	汤姆·汉克斯宣布他和妻子感染新冠病毒
0	 高新科技电子产品（理疗、磁疗等）能降血糖
1	喝酒增加肝癌风险
1	户外运动可以预防近视
0	食盐可能含有剧毒添加物
1	蜂蜜不易变质
0	食盐搓脸可以去除黑头和粉刺
0	“勾兑酒”品质不好，喝多了容易头疼
1	中年以上男性是肝癌高发人群
0	西红柿不能和黄瓜、胡萝卜一起吃
0	麻辣烫是一种不健康的食物
0	苦瓜、柠檬、百合等食物能排烟毒
1	肺癌有遗传倾向
0	存在“负能量食物”，会越吃越瘦
0	破伤风是伤口受风引起的，伤口包严实就能预防
0	如厕蹲着比坐着好
0	孕期发热，只能用捂汗、酒精擦拭等方式退烧
0	吃洋葱能降血压
0	乌鸡白凤丸可以治疗痛风
0	花胶煲汤喝更有营养
0	高血脂的人不能吃鸡蛋
1	硫酸镁溶液可以减轻面部肿胀
1	散瞳是用药物麻痹睫状肌，获得准确的屈光度数
0	无根豆芽用了激素，吃了会伤肝，加重肝脏排毒负担
0	乳制品不健康会让人发胖
1	电冰箱与微波炉可以放在一起，不会有问题
0	阿莫西林洗头可以治疗白发
1	“食物份数交换法”有助于控制血糖
0	吃莲藕可以补血
0	家人不要公用牙膏
1	HIV阳性患者仍可以有孩子
0	孩子脸上的“小花脸”是寄生虫导致的
0	蘑菇富含重金属，严重时甚至会引起肾小管的坏死
0	大蒜是抗癌食物
0	市面上存在人造鸡翅
0	臭豆腐是发霉食品含毒素
0	新冠口服抗病毒药来了，疫苗不用打了
0	西红柿不能和猪肝一起吃
1	得了淋巴瘤可能会出现淋巴结肿大
0	“网红黑色冰淇淋”可以排毒养颜
1	慢性胃炎的症状没有特异性
0	雪糕滥用食用胶对人体有害
0	电脑屏幕设置成绿色可以保护眼睛视力
1	口臭主要是口腔内的细菌分解蛋白质导致的
0	温泉可以治疗银屑病
1	预防肝炎病毒感染和抗病毒治疗可以有效预防肝癌
0	冬练三九，夏练三伏
0	瓜农打甜蜜素让西瓜变甜，这样既好吃又好看
0	含氟牙膏宝宝不能用
1	腌渍食物可能会加剧幽门螺杆菌对胃的伤害
0	累、口苦、厌油腻、不想吃东西，指甲有竖纹是肝不好
0	虾青素能美白祛斑抗癌，堪称“抗氧化之王”
1	肝癌有遗传倾向
0	心脏荷尔蒙可以使癌症自愈
0	心脏病发作时针扎指尖能救人
0	10岁男童爱喝饮料致喉咙布满鹅卵石
0	吃榴莲之后饮牛奶，可引发心脏病猝死
0	饭后又跑又跳会导致阑尾炎
0	使用胰岛素会导致自身的胰岛分泌功能下降
1	有的栓剂有巧克力味道
0	提高体温可以抵御和治疗癌症 
0	3岁以下儿童不宜使用含氟牙膏
0	陈醋+电吹风能治肩周炎、颈椎病
0	旅行会导致孩子患上抽动障碍症
0	儿童牛奶饮品含肉毒杆菌可致白血病
1	硼砂中毒须立即就医或催吐
1	智齿应该在年轻的时候拔
0	卵巢衰退后可以恢复功能
0	哺乳期妈妈需要提前囤母乳为上班做准备
0	激光能治愈黄褐斑
0	睡觉应该南北方向睡，顺应地球磁场，东西向睡会失眠
0	一家四口吃猪肉身亡，最近别买猪肉了
0	喝鸡汤可以补身子
0	宝宝应该多吃后奶
0	餐桌上的“避孕药”，常吃小心宝宝“与你无缘”
0	苏州姑娘因吃小龙虾感染了肺吸虫病
0	牙疼只要把牙神经（牙髓）杀死就好，不要做根管
0	孩子咳得越久，炎症越重
0	木耳都是打了农药的，吃不得
0	美国精神病学协会将“自拍”视为精神障碍
0	鱼越小越容易富集毒素
1	吃钙片可以补钙，但钙片是吃饭的补充
0	自来水中含有氯元素，直接煮东西有致癌风险
1	吃避孕药可以缓解痛经
0	带呼吸阀的N95口罩对新型冠状病毒没有防护作用
0	秋葵是“植物伟哥”，能有效壮阳
0	饮料中的 “溴化植物油”有安全问题
0	皮肤变黄出汗出现淡红色丘疹皮屑增多说明肝脏受损
0	转基因作物中有一种可导致动物绝种的病原体
1	得了淋巴瘤喝酒身体可能会疼痛（酒精疼痛）
0	低钠奶酪不能吃
0	喝豆浆不能加红糖
0	感染HIV病毒就意味着患了艾滋病
0	二次冷冻的雪糕含有可溶性毒蛋白，不能吃
0	唐氏筛查结果可以用来鉴别胎儿性别
1	国家药监局注销感冒药“艾畅（小儿伪麻美芬滴剂）”
1	玻璃杯装水最安全
0	降噪耳机会损害听力
0	猪肉和大豆不能一起吃
1	乙肝感染者发生肝硬化和肝癌的概率大
0	转基因作物违反自然规律，有机农业才好
0	生理期（月经期）吃火锅会导致月经增多
0	烧碱与纯碱是一样的
0	武汉同济生殖医院拿到国内首张未婚女性冻卵通行证
1	人乳头状病毒（HPV）持续感染是导致宫颈癌的主因
0	怀孕时，妈妈缺氧代表胎儿缺氧
1	胸部有过多放射性暴露的女性患乳腺癌风险高
0	米和吹风机可以复原腐烂的香蕉
0	股骨头坏死可以打臭氧针
0	哮喘能治愈
1	喝水也能中毒
1	安抚奶嘴会干扰母乳喂养
1	嗓子发紧可能提示心梗
0	减肥先减胸
0	手掌有红斑（肝掌）是肝癌的征兆
0	孕妇别吃一些刺激性的食物，婴儿就不会长胎记
0	黄斑是一种病
1	丙肝可以治愈
1	过度清洁（洁癖）很可能是一种心理疾病
0	胰岛素注射很恐怖、很痛
0	巧克力囊肿可以根治
0	有些转基因作物能杀死虫子，所以对人有害
0	有论文证明新冠病毒可以通过鞋底传播4米
1	手术麻醉前必须禁食
0	常喝酒可延年益寿，嗜饮咖啡易短命
0	骨关节炎就是关节“发炎”
0	冷水洗脸可以增加耐寒能力，减少感冒
0	葡萄长“白刺”是因为打了激素
0	世卫组织和美国法院的判决证明转基因食品有害
0	女生长胡子，说明子宫出了问题
0	柿子不能和香蕉一起吃
1	动物脂肪吃多了会增加子宫肌瘤的患病风险
1	袋装牛奶不能直接放微波炉中加热
0	胡萝卜吃多了会维生素A中毒
0	南瓜藤可以治疗肺结核
0	相思豆就是红豆
1	恶性肿瘤一般分为五个阶段
0	鸡蛋每天食用超二个会导致高胆固醇血症
0	甜味剂会导致糖尿病
0	喝醋能软化血管
1	鞭炮炸伤后可以用冷水冲洗受伤部位降温
0	月经可以避免铁沉积对女性身体造成的伤害
0	黄瓜子（籽）磨粉冲水喝补钙
0	味精致癌
0	只有急救和分娩才需要去医院
0	面条能点燃是因为添加了胶
1	怀孕两月胎心无搏动是胚胎停止发育了
1	服用降糖药后喝酒有健康风险
1	含水量高、口感清脆，没有苦涩味的蔬菜比较适合生吃
0	洁厕块污染自来水会致癌
0	南瓜和带鱼一起吃会中毒
0	按“333”食谱减肥有效又健康
0	抗菌肥皂会致癌
0	粉丝可燃烧，是塑料做的
1	铂类药物是有效的抗癌药
0	转移因子口服液可以提高免疫力
0	吃伟哥有严重副作用
0	剩饭菜里有血管扩张剂
1	痛风患者不宜多吃水果
1	穿高跟鞋伤腰
0	雪蛤可以抗衰养颜
0	最新高血压标准发布，140/90不再是我国标准
0	坐月子不能下床
0	感染幽门螺旋杆菌一定会导致胃溃疡
0	油桃难以消化，胃肠功能弱的人不宜食用
0	长期服用阿罗洛尔降压药会损害肝、肾
1	存在没有任何肉类成分的“香肠”
0	耳朵有结节或隆起无光泽，是肝硬化、肿瘤的征兆
1	不对称的痣要特别注意
0	石家庄13名男女感染猪病毒死亡，近期少吃猪肉
0	抗生素可以当消炎药吃
0	“生吃鸡蛋”更安全更有营养
0	木耳能减肥、缓解便秘
0	脱氢表雄酮(DHEA)能激发性冲动
1	空腹喝酒会刺激胃粘膜
0	“白屁股”草莓激素过量
1	化疗是治疗晚期癌症的最重要手段
1	糖尿病会引发糖尿病性骨质疏松并发症
0	口服胶原蛋白能美容
0	乳房疼就是乳腺癌
1	存在有两套生殖器的妇女
0	5片薯片可以提出10毫升油
1	路边的野菜不能乱吃，可能有毒
1	有人利用感冒药制作毒品
0	金箔入酒对人体伤害大
1	糖尿病会引发心脑血管并发症
0	卵巢早衰老等于卵巢早衰竭
0	“中药鼻吸汗蒸疗法”可以治愈癌症
0	有人用塑料造大米
1	三文鱼感染新冠病毒并传播给人的可能性几乎为0
0	饼干能点燃是因为含油量高
0	宝宝头发少是因为缺钙
1	火疗就是烤火烤人，患者很容易烧伤
0	催熟的西红柿有害
1	洗眼液有一定的清洁和舒缓作用
0	富钾盐对普通人有害，不适合食用
1	喜欢吃热烫食物会增加患食道癌风险
1	不同年龄接种宫颈癌疫苗次数不一样
0	麦苗、芋头、莼菜能抗癌
1	营养保健维生素片一般比医院开的维生素片贵
0	奶餐粉可以促进发育、提高智力、增强抵抗力
0	无乳糖奶更容易升血糖
0	紫锥花能增强免疫力
0	美国一位乳腺癌女性患者旅游后癌症自愈
1	白色蔬菜糖和水分多，营养素较少
0	一根缝衣针就能救命
0	对鸡蛋过敏不能打麻疹疫苗
0	甲硝唑片可以治痘去黑头
0	湖北产地的水果不能吃
0	瘦子不用担心内脏脂肪超标
0	多吃水果会导致胃痛
1	坐飞机不建议佩戴隐形眼镜
0	反复解冻的食物致癌
1	美甲是导致灰指甲的危险因素
0	草莓含农残乙草胺，吃了致癌
0	花菜生菜等四种蔬菜是寄生虫重灾区，要忍住不吃
1	不建议超过75岁的无症状健康老人进行肺癌筛查
0	猪肉里的颗粒物是激素，有网友吃了激素猪肉拉肚子
0	用化学药物（盐酸、硫酸、硫磺等）浸泡的荔枝赛砒霜
1	甲减患者要摄入充足的蛋白质
0	“鸡尾酒疗法”能治愈艾滋病
0	每天喝牛奶不能超过600克
0	痔疮患者不能吃辣椒
0	牛奶不能和酸性水果一起食用
1	近视激光手术整体而言是相当安全的
0	虾皮是补钙冠军
1	脱脂大豆酱油比大豆酱油风味更好
0	孕妈头发会与胎儿抢营养
0	生气、焦虑、紧张会导致母乳有毒
0	无氧运动减肥效果更好
0	分娩痛相当于20根骨头同时骨折，突破人类极限
1	鼻炎时间长了可能会影响记忆力
0	鼠疫爆发，内蒙古包头等地被划为疫区
0	大蒜与芒果同吃会中毒
0	以色列科学家高压氧疗法能逆转衰老，使人年轻25岁
0	基因检测能预防疾病
1	食用鲎会中毒
0	可以通过防水与否鉴别口罩的真假
0	牙齿没了也要刷牙
0	用于降压的利尿剂长期服用会损害害肝、肾
0	市场上肥大的黄鳝是用避孕药催养的
0	喝“防弹咖啡”可以减肥
0	“手脚偶尔发麻”是血栓来临的征兆
0	啪啪啪越多会越松
0	吃阿奇霉素片可以预防新型冠状病毒
0	蜂蜜是天然食品，不会影响血糖，糖尿病人可以放心吃
0	乙肝爸爸精子里的病毒会带到卵细胞里，传给胎儿
0	验孕棒能检测出睾丸癌
1	买来的母乳可能存在安全风险
0	中国捐助日本的检测试剂盒被美国强行拦截，已经用完
0	通过输液可以预防疾病
1	最好不要给儿童吃牛初乳
1	牛奶要避光保存
0	胃癌会传染
0	奶茶杀精，会导致男性不育
1	建议乳腺癌高危人群提前进行筛查（40岁前）
0	国产奶粉比外国奶粉好冲，是因为含有速溶剂
0	把护肤品滴到清水中搅拌，溶解了说明质量好
0	喂奶后要挤奶排空乳房
1	视网膜脱落需要进行手术
0	吃红枣补血
0	吃蛋黄等于吸烟
0	鸡、鸭、鹅的尖翅不能吃
0	吃维生素C泡腾片能预防新型冠状病毒
0	不锈钢杯装水会析出有害健康的铬、锰等金属
0	葵花籽是致癌之首
0	干野生蘑菇一定不会让人中毒
1	健康/保健/功能月饼都是营销噱头
0	打了胰岛素可以随便吃
0	方舱医院会造成交叉感染
1	慢性乙肝患者和有抗体的伴侣不需要保护（戴安全套）
1	香蕉不宜放冰箱，低温会让香蕉变黑，吃起来口感差
1	感冒药混着吃会致命
0	癫痫患者不能吃鸡肉羊肉
0	催熟的香蕉会导致性早熟
0	水烧开后一定要开盖，否则致癌
0	产后喝脐带血可以下奶
0	“起床后有眩晕和头痛”是血栓来临的征兆
0	调和油质量差，不能吃
0	食物过安检机会被辐射污染，不能再吃了
0	晚上吃碳水化合物会变胖
0	翠绿色的海带是染色的
0	减少进餐次数是减肥的好方法
1	紫杉醇可以有效抗癌
1	豆类、番茄、南瓜中含有凝集素，最好做熟吃
1	防晒可以让雀斑变淡
0	益生菌能防治新型冠状病毒肺炎
0	喝茶有各种健康功效，可以减肥、降血脂、抗癌
0	面包中检出“鞋底成分”，吃面包=啃鞋底
1	日本鳗鱼被吃成濒危
1	癌症临床分期中M下标为0表示无转移
0	流感只是小病，打疫苗预防也没效果
0	感冒不能吃鸡蛋，会加剧发烧症状
0	拔火罐能把血液中的废物和废气排出体外，加快排毒
0	驴奶是“奶中之王”，还能抗癌抗炎
1	吃得太精细，孩子牙齿可能会长不齐
0	合成鸡胸肉吃着不安全
0	喝茶可以预防新型冠状病毒
0	奶白色鱼汤是高脂肪食品
0	葡萄柚减肥法可以成功减肥
1	长期吃镉大米可能导致镉中毒
0	每天握握毛巾就能降血压
1	O型血对于疟疾的抵抗力最强
0	变绿的紫菜不能吃
1	橘子吃过量，容易变成“小黄人”
0	芹菜叶不能吃
0	中国人煮饭方法毒过砒霜
0	蚊子吸血时不能打死，会感染致死
1	凶险性前置胎盘是剖宫产的后遗症
0	适度饥饿能刺激生长激素分泌，帮助儿童长高
0	PET-CT可以检查出早期癌症
1	亚硝酸盐并非完全有害无益
0	大闸蟹靠激素养肥；给螃蟹打针注射激素
1	建议涂防晒霜前，先涂一层乳液或者面霜
0	糖尿病是肝病惹的祸
0	面膜有抗皱祛痘的神奇功效
1	“失身酒““断片水”只是宣传噱头
0	农村自家养的猪更有营养
0	催产药物有害，分娩时不应该用
0	不午睡有害健康
0	月经期吃牛肉、红豆、鱼等食物，可以让私密处变干净
0	鱼鳞病可以治愈
1	药物只能控制病情，无法根治糖尿病
1	短效避孕药可以治疗痘痘
0	吃“核桃味”瓜子会使人变笨
1	熬夜会增加2型糖尿病患病风险
0	腿麻、抽筋、双腿没力是血管堵了，吃洋葱可清理
1	良性肿瘤可能会压迫组织器官，带来不好的后果
1	高血压会增加心梗、中风的风险
0	蒙牛牛奶黄曲霉毒素超标
0	301田院长说空腹吃水果能治疗癌症
1	心肺功能好的胖子比心肺功能差的瘦子健康
0	冠心病能彻底治愈
1	儿童计划免疫期间也可接种狂犬病疫苗
0	冷水吃胶囊药不易消化
0	截至2020年，山东大学生艾滋病增长295.2%
0	菜市场3种“甲醛菜”伤肝肾、激活癌细胞
0	孩子腿不直证明缺钙
1	银屑病患者可以备孕
0	低浓度的阿托品滴眼液可以治疗近视
0	外用咖啡因能去黑眼圈、防治脱发、消炎和镇静皮肤
1	高氟区的饮用水会导致牙齿发黄（氟斑牙）
0	甲肝会转为慢性肝炎
0	巴西蘑菇保健品可以治疗肝炎、糖尿病、癌症等疾病
0	奶皮里全是脂肪，减肥的人不能吃
0	黑眼圈、脱发严重、早生白发、鼻头发红是肾虚症状
0	老花就是近视
0	吃猪蹄能丰胸
0	容易出汗是因为肾虚
1	孩子发热时不要用阿司匹林，不要用激素退热
0	澳洲有能让人活到150岁的长生不老药
0	癌症是不治之症
1	大范围为狗接种疫苗可以有效切断狂犬病传播
1	疱疹性咽峡炎多见于学龄期儿童
0	疾病和血型有关
0	艾滋病会通过食物传播
0	牛皮癣不能吃韭菜
0	肾积水会影响性功能
0	口服谷胱甘肽可以美白、抗衰老
0	康师傅方便面含有日本禁用农药多菌灵
0	特殊时期多喝陈皮水，陈皮能预防和治疗新型冠状病毒
0	CA125（糖基抗原125）升高表示患卵巢癌
0	土法榨菜籽油，纯天然更好
0	复原乳是假牛奶
0	牛奶不能与巧克力同食
0	吃了糖尿病人的尿淋的菜会中毒
0	水苏糖可以排铅，促进钙锌吸收
1	大米越精细营养越少
0	宝宝出生体重越重越好
1	较深的伤口贴上创可贴容易加重感染
0	新装修的房屋会影响母乳
0	大蒜可以治疗鼻炎
0	油条吃多了会得老年痴呆
0	酸性体质易得癌症
0	HPV（宫颈癌）疫苗会导致死亡
0	“中药良方”可治愈糖尿病
0	冲洗私处更健康
0	少吃可以饿死癌细胞
0	咖啡能降低自杀率
0	孩子血骨碱性磷酸酶高就是缺钙
0	冷空气和空气干燥会导致感冒
0	无籽水果含激素有害健康
0	轰动欧美！海外科学家公布铁证：中药轻松杀死癌细胞
0	5位专家齐发声：这8种病“饿一下全消失”
0	乳腺X线检查对女性健康有害
0	足贴变黑是因为身体在排毒
1	皮肤病引起的瘙痒不能随便用手抓
1	典型儿童哮喘症状往往伴有哮鸣音的呼气性呼吸困难
1	吃完头孢类药物不能喝酒
0	这几种常吃的蔬菜，含盐量高，高血压患者最好避开
0	低碳水摄入减肥法是安全可靠的
0	老掉牙是自然现象
0	笔直的黄瓜都喷了药，弯黄瓜才是天然的
0	六味地黄丸可以补肾壮阳，治疗多种疾病
1	孕期（怀孕）应避免用抗皱类（含维甲酸）护肤品
1	杨桃属于低糖水果
0	女性在经期（生理期）不能运动
1	头痛粉会引起皮肤溃疡
0	乳腺癌治疗结束后不用复查
0	银离子内裤可以抑菌，是女性健康保健的最佳产品
0	光喝母乳会营养不良，一定要加奶粉
0	反复烧开的水（千滚水）致癌不能喝
1	紫杉中的紫杉醇可以抗癌
0	着凉会引发感冒
0	糖吃多了会得糖尿病
0	考古发现3300年前蜂蜜仍能食用
0	洗衣液检测出荧光增白剂，能致癌
0	没有标注GB18186代码的酱油，吃了会致癌
0	金针菇放在冰箱里逆生长是因为含有激素
0	国外新型消融术能轻松疏通血管，支架技术已过时
0	个头大的草莓是因为打了膨化剂
1	猝死按原因可分为心源性猝死和非心源性猝死
0	给宝宝做雾化，危害比输液还大
0	餐前喝酸奶消炎
0	胆固醇偏高不能吃蛋黄
0	罐头食品让人加速衰老
0	带鱼不能煎炸，会流失营养
0	农户不计后果在黄瓜里添加激素肥
0	来自意大利的“真相”：“新冠”不是病毒，而是细菌
0	食物发霉，把表面发霉的部分去掉还能吃
0	不法商贩用“化学药水”喷洒荔枝，产生“毒荔枝” 
0	常吃菜籽油会让人发胖、加剧老年痴呆
0	食用“血脖肉”可能导致中毒
0	孩子个子矮是因为缺钙
1	长期躺沙发易得颈椎病
0	三个月怀不上就是不孕症
0	红糖是“东方巧克力”，能快速补充体力
0	脑力劳动可以减肥
0	红火龙果不能和牛奶一起吃
1	滥用抗菌药物会导致细菌耐药
0	菠萝去把儿倒放在湿纸巾上可以催熟
0	美国疾控中心确认新冠病毒源头是美国
0	喝苏打水可以治疗痛风
0	维生素D能抗癌
0	吃糖太多影响儿童大脑发育
1	宝宝出生第二晚通常会出现生理性哭闹
0	阿斯巴甜致癌
0	鱼腥草可以预防和治疗新型冠状病毒肺炎
0	秋葵是“植物伟哥”，能提高性能力
0	女生跷二郎腿会诱发妇科疾病，导致子宫内膜异位症
0	南瓜藤可以治疗泌尿系统疾病、高血压、胃痛
1	在牙齿上涂氟可以预防蛀牙
0	打完新冠疫苗终身免疫
0	特朗普同意将新冠肺炎潜在有效药瑞德西韦专利豁免
0	某企业回收地沟油用来做食用油
0	防辐射食品具有预防核辐射的功能
1	绝大多数皮肤瘙痒跟内脏器官疾病没有关系
0	茄子能保护心血管、增加血管弹性、防治坏血病
0	 空腹服药是饭前半小时服
0	饭后喝饮冷水致癌
0	口罩嘴巴处垫一张对折纸巾，可以延迟口罩的使用时间
0	每天喝少量白酒可以降血糖血脂
1	宫颈癌分期越早治疗效果越好
0	安全套可以有效预防HPV感染
0	先天性肝囊肿会癌变
0	可乐泡鱼后，鱼消失了，说明可乐会影响人体健康
1	吸烟会增加女性不孕的风险
0	用阿司匹林洗头可以去屑去白发
0	治便秘的神药酚酞片致癌
0	美白要多吃樱桃西红柿，忌食感光食物
0	只有在很冷的环境下才会出现失温
0	宝宝患湿疹了，停止母乳就会好
0	酒喝多了第二天“透一透”，不仅解酒还解毒
0	营养补充剂可以代替食物
0	吃精制面包致癌
0	菠菜豆腐同食会得结石
1	任何特定的食物都没有降血压功效
0	妈妈得了流感不能哺乳
0	新风系统会传播病毒，导致感染新型冠状病毒肺炎
0	空腹喝牛奶等于没喝
0	羊鞭、牛鞭、鹿鞭等泡酒能壮阳
0	冷冻肉反复解冻会致癌
0	不粘锅涂层对人体健康有害
0	银鱼、蘑菇是癌症天然克星，每天吃一点，消灭癌细胞
0	男性脚越大，阴茎越长
1	黑痣突然增大变色可能提示黑色素瘤
0	西红柿减肥法，7天瘦7斤
1	乳酸菌饮料、含乳饮料不是酸奶
0	木瓜炖雪蛤可以丰胸
0	脸上有伤口不能吃辣
0	钟南山近日出征欧洲，指导其他国家抗击疫情
0	毒西瓜流入全国各地
1	乙肝妈妈的孩子需注射乙肝免疫球蛋白和接种乙肝疫苗
1	孕期接触重度空气污染，后代可能更易患多动症
0	喝茶能有效预防新型冠状病毒肺炎
0	醋泡XX是有神奇功效的保健品
0	吃豆制品对身体有害，美国收回了大豆蛋白的健康声明
1	不建议吃虾头
1	卫生纸和餐巾纸最好不要混用
0	荔枝是用药水泡的，食用易得手足口病
0	女人经常接吻，可以减肥、提高免疫力、保护牙齿
1	癌症泛指所有恶性肿瘤
0	蘑菇营养价值很高
0	产后需要开奶师（催乳师）按摩开奶
1	普利类与沙坦类降压药不能合用
0	新生儿刚睡着又突然惊醒是因为缺钙
0	葡萄干煮水喝能解肝毒
0	硫磺皂可以去螨虫
0	薯片含有禁止用于婴幼儿食品的添加剂
0	每天喝牛奶会导致儿童性早熟
0	豆腐会促使动脉硬化
0	红斑狼疮传染
0	脂肪肝不是病，只是因为胖出现的不健康状态
